row_name,room,room_code,state,state_scope,locked_ev,locked_ev_status,locked_ev_source,practical_id,fixture,family,on,position_uu,position_status,position_source,colour_linear,colour_status,colour_source,intensity,intensity_units,intensity_status,intensity_source,red_reads,red_source,transition,sequence,sequence_status,source,note
TH.NIGHT.P-TH-1,TRANSMITTER HALL,TH,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-1,pilot lamps (count and positions OPEN),PILOT,OPEN ('a cathedral that never sleeps' vs practicals off — pilot lamps may be standby-class),,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-bible.md TRANSMITTER HALL 'Phosphor and pilot lamps, S4 in the aisle'","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; colour family unstated (pilot lamps) — OPEN"
TH.NIGHT.D-TH-1,TRANSMITTER HALL,TH,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-TH-1,"phosphor surfaces (meters, the rack)",PHOSPHOR,ON (phosphor spill is a NIGHT source),,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-bible.md TRANSMITTER HALL 'Phosphor'; restoration-ambient-lore-ledger.md TRANSMITTER HALL (dymo strip AUDIENCE FEED, DO NOT MONITOR, green)","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; data, never room light"
TH.NIGHT.P-TH-2,TRANSMITTER HALL,TH,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-2,raking light on the placard (DE-ENERGIZE BEFORE SERVICE / the ghosted IT STAYS ON),OPEN,OFF,,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-ambient-lore-ledger.md TRANSMITTER HALL 'under raking light an older painted-over line ghosts through',"practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; a raking source is implied by the ledger; fixture OPEN; the ghost line is never-stated and never explained (naming it in text is an S0 defect)"
TH.NIGHT.X-TH-1,TRANSMITTER HALL,TH,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-TH-1,volumetric cones (the only room where volumetrics are allowed),VOLUMETRIC,ON (low),,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-lighting-bible.md §UE5 TECHNICALS 'volumetrics low and motivated (projector cones, the transmitter hall only)'","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; low, motivated"
TH.NIGHT.B-TH-1,TRANSMITTER HALL,TH,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-TH-1,borrowed: nothing into the dead room (the felt door eats it),BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); Data/Doors.csv TRANSMITTER HALL-DEAD ROOM locked row 'the hum stops at the seam',"practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar"
TH.CASCADE_1_C.P-TH-1,TRANSMITTER HALL,TH,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-1,pilot lamps (count and positions OPEN),PILOT,ON (circuit F never so much as flickered; it cannot be de-energized),,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md TRANSMITTER HALL 'Phosphor and pilot lamps, S4 in the aisle'",stage 1: circuit C's zone dies ('the stage end of the building drops dark'); CIRCUIT F CANNOT BE DE-ENERGIZED: the hall stays lit through both stages [scripts/cascade.gd 41; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'IT STAYS ON'; restoration-room-bible.md 'V2 ends here at circuit F']; colour family unstated (pilot lamps) — OPEN
TH.CASCADE_1_C.D-TH-1,TRANSMITTER HALL,TH,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-TH-1,"phosphor surfaces (meters, the rack)",PHOSPHOR,"OPEN (reference kills monitor rigs by index, none stamped)",,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md TRANSMITTER HALL 'Phosphor'; restoration-ambient-lore-ledger.md TRANSMITTER HALL (dymo strip AUDIENCE FEED, DO NOT MONITOR, green)","stage 1: circuit C's zone dies ('the stage end of the building drops dark'); CIRCUIT F CANNOT BE DE-ENERGIZED: the hall stays lit through both stages [scripts/cascade.gd 41; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'IT STAYS ON'; restoration-room-bible.md 'V2 ends here at circuit F']; data, never room light"
TH.CASCADE_1_C.P-TH-2,TRANSMITTER HALL,TH,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-2,raking light on the placard (DE-ENERGIZE BEFORE SERVICE / the ghosted IT STAYS ON),OPEN,OPEN (zone C membership not in canon),,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'under raking light an older painted-over line ghosts through',stage 1: circuit C's zone dies ('the stage end of the building drops dark'); CIRCUIT F CANNOT BE DE-ENERGIZED: the hall stays lit through both stages [scripts/cascade.gd 41; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'IT STAYS ON'; restoration-room-bible.md 'V2 ends here at circuit F']; a raking source is implied by the ledger; fixture OPEN; the ghost line is never-stated and never explained (naming it in text is an S0 defect)
TH.CASCADE_1_C.X-TH-1,TRANSMITTER HALL,TH,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-TH-1,volumetric cones (the only room where volumetrics are allowed),VOLUMETRIC,ON,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-lighting-bible.md §UE5 TECHNICALS 'volumetrics low and motivated (projector cones, the transmitter hall only)'","stage 1: circuit C's zone dies ('the stage end of the building drops dark'); CIRCUIT F CANNOT BE DE-ENERGIZED: the hall stays lit through both stages [scripts/cascade.gd 41; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'IT STAYS ON'; restoration-room-bible.md 'V2 ends here at circuit F']; low, motivated"
TH.CASCADE_1_C.B-TH-1,TRANSMITTER HALL,TH,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-TH-1,borrowed: nothing into the dead room (the felt door eats it),BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; Data/Doors.csv TRANSMITTER HALL-DEAD ROOM locked row 'the hum stops at the seam',stage 1: circuit C's zone dies ('the stage end of the building drops dark'); CIRCUIT F CANNOT BE DE-ENERGIZED: the hall stays lit through both stages [scripts/cascade.gd 41; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'IT STAYS ON'; restoration-room-bible.md 'V2 ends here at circuit F']
TH.CASCADE_2_B.P-TH-1,TRANSMITTER HALL,TH,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-1,pilot lamps (count and positions OPEN),PILOT,ON (circuit F),,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-bible.md TRANSMITTER HALL 'Phosphor and pilot lamps, S4 in the aisle'","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; colour family unstated (pilot lamps) — OPEN"
TH.CASCADE_2_B.D-TH-1,TRANSMITTER HALL,TH,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-TH-1,"phosphor surfaces (meters, the rack)",PHOSPHOR,OPEN,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-bible.md TRANSMITTER HALL 'Phosphor'; restoration-ambient-lore-ledger.md TRANSMITTER HALL (dymo strip AUDIENCE FEED, DO NOT MONITOR, green)","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; data, never room light"
TH.CASCADE_2_B.P-TH-2,TRANSMITTER HALL,TH,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-2,raking light on the placard (DE-ENERGIZE BEFORE SERVICE / the ghosted IT STAYS ON),OPEN,OPEN (zone B membership not in canon),,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'under raking light an older painted-over line ghosts through',"stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; a raking source is implied by the ledger; fixture OPEN; the ghost line is never-stated and never explained (naming it in text is an S0 defect)"
TH.CASCADE_2_B.X-TH-1,TRANSMITTER HALL,TH,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-TH-1,volumetric cones (the only room where volumetrics are allowed),VOLUMETRIC,ON,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-lighting-bible.md §UE5 TECHNICALS 'volumetrics low and motivated (projector cones, the transmitter hall only)'","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; low, motivated"
TH.CASCADE_2_B.B-TH-1,TRANSMITTER HALL,TH,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-TH-1,borrowed: nothing into the dead room (the felt door eats it),BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; Data/Doors.csv TRANSMITTER HALL-DEAD ROOM locked row 'the hum stops at the seam',"stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers"
TH.CROSSING.P-TH-1,TRANSMITTER HALL,TH,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-1,pilot lamps (count and positions OPEN),PILOT,OPEN (runs inside the final break; canon states only the glow under doors and his dark eye),,OPEN,,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-bible.md TRANSMITTER HALL 'Phosphor and pilot lamps, S4 in the aisle'","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; colour family unstated (pilot lamps) — OPEN"
TH.CROSSING.D-TH-1,TRANSMITTER HALL,TH,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-TH-1,"phosphor surfaces (meters, the rack)",PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-bible.md TRANSMITTER HALL 'Phosphor'; restoration-ambient-lore-ledger.md TRANSMITTER HALL (dymo strip AUDIENCE FEED, DO NOT MONITOR, green)","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; data, never room light"
TH.CROSSING.P-TH-2,TRANSMITTER HALL,TH,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-2,raking light on the placard (DE-ENERGIZE BEFORE SERVICE / the ghosted IT STAYS ON),OPEN,OPEN (runs inside the final break; canon states only the glow under doors and his dark eye),,OPEN,,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-ambient-lore-ledger.md TRANSMITTER HALL 'under raking light an older painted-over line ghosts through'","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; a raking source is implied by the ledger; fixture OPEN; the ghost line is never-stated and never explained (naming it in text is an S0 defect)"
TH.CROSSING.X-TH-1,TRANSMITTER HALL,TH,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-TH-1,volumetric cones (the only room where volumetrics are allowed),VOLUMETRIC,OPEN,,OPEN,,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-lighting-bible.md §UE5 TECHNICALS 'volumetrics low and motivated (projector cones, the transmitter hall only)'","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; low, motivated"
TH.CROSSING.B-TH-1,TRANSMITTER HALL,TH,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-TH-1,borrowed: nothing into the dead room (the felt door eats it),BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); Data/Doors.csv TRANSMITTER HALL-DEAD ROOM locked row 'the hum stops at the seam'","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s"
TH.SIGNOFF_4C.P-TH-1,TRANSMITTER HALL,TH,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-1,pilot lamps (count and positions OPEN),PILOT,OFF,,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-room-bible.md TRANSMITTER HALL 'Phosphor and pilot lamps, S4 in the aisle'; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; 'The transmitter unclenches' — the hall's own order in the blackout is OPEN (not on the Day 1 tour); colour family unstated (pilot lamps) — OPEN"
TH.SIGNOFF_4C.D-TH-1,TRANSMITTER HALL,TH,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-TH-1,"phosphor surfaces (meters, the rack)",PHOSPHOR,OFF,,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-room-bible.md TRANSMITTER HALL 'Phosphor'; restoration-ambient-lore-ledger.md TRANSMITTER HALL (dymo strip AUDIENCE FEED, DO NOT MONITOR, green); restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; 'The transmitter unclenches' — the hall's own order in the blackout is OPEN (not on the Day 1 tour); data, never room light"
TH.SIGNOFF_4C.P-TH-2,TRANSMITTER HALL,TH,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-2,raking light on the placard (DE-ENERGIZE BEFORE SERVICE / the ghosted IT STAYS ON),OPEN,OFF,,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'under raking light an older painted-over line ghosts through'; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour),"the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; 'The transmitter unclenches' — the hall's own order in the blackout is OPEN (not on the Day 1 tour); a raking source is implied by the ledger; fixture OPEN; the ghost line is never-stated and never explained (naming it in text is an S0 defect)"
TH.SIGNOFF_4C.X-TH-1,TRANSMITTER HALL,TH,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-TH-1,volumetric cones (the only room where volumetrics are allowed),VOLUMETRIC,OFF ('the transmitter unclenches'),,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-lighting-bible.md §UE5 TECHNICALS 'volumetrics low and motivated (projector cones, the transmitter hall only)'; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; 'The transmitter unclenches' — the hall's own order in the blackout is OPEN (not on the Day 1 tour); low, motivated"
